id,LVal,RVal,DiffVal,TotVal,DCE,DICE,LogLVal,LogRVal,LogDiff,LogTot,LogDCE,LogDICE,ChosenITM,CorrectITM,Corr,ChoiceRT,Conf,ConfRT,BlockCond
1,50,40,10,90,40,50,3.91202300542815,3.68887945411394,0.22314355131421,7.60090245954208,3.68887945411394,3.91202300542815,1,1,1,1.569,4,1.16,LESS
1,50,51,1,101,51,50,3.91202300542815,3.93182563272433,0.0198026272961798,7.84384863815247,3.93182563272433,3.91202300542815,1,0,0,1.353,3,0.543,LESS
1,100,94,6,194,94,100,4.60517018598809,4.54329478227,0.061875403718088,9.1484649682581,4.54329478227,4.60517018598809,1,1,1,1.308,4,0.664,LESS
1,171,150,21,321,171,150,5.14166355650266,5.01063529409626,0.131028262406405,10.1522988505989,5.14166355650266,5.01063529409626,0,1,0,1.115,1,0.422,LESS
1,165,150,15,315,165,150,5.10594547390058,5.01063529409626,0.0953101798043248,10.1165807679968,5.10594547390058,5.01063529409626,0,1,0,1.621,1,0.39,LESS
1,84,100,16,184,84,100,4.43081679884331,4.60517018598809,0.174353387144778,9.03598698483141,4.43081679884331,4.60517018598809,0,0,1,1.37,3,1.054,LESS
1,90,100,10,190,90,100,4.49980967033027,4.60517018598809,0.105360515657827,9.10497985631836,4.49980967033027,4.60517018598809,0,0,1,1.406,1,0.349,LESS
1,55,50,5,105,55,50,4.00733318523247,3.91202300542815,0.0953101798043252,7.91935619066062,4.00733318523247,3.91202300542815,0,1,0,1.734,2,0.936,LESS
1,118,100,18,218,100,118,4.77068462446567,4.60517018598809,0.165514438477573,9.37585481045376,4.60517018598809,4.77068462446567,1,1,1,1.588,2,0.726,LESS
1,129,150,21,279,129,150,4.85981240436167,5.01063529409626,0.150822889734584,9.87044769845793,4.85981240436167,5.01063529409626,0,0,1,1.314,2,0.714,LESS
1,100,80,20,180,80,100,4.60517018598809,4.38202663467388,0.223143551314211,8.98719682066197,4.38202663467388,4.60517018598809,1,1,1,1.234,3,0.435,LESS
1,159,150,9,309,159,150,5.06890420222023,5.01063529409626,0.058268908123976,10.0795394963165,5.06890420222023,5.01063529409626,0,1,0,1.195,1,0.349,LESS
1,168,150,18,318,150,168,5.12396397940326,5.01063529409626,0.113328685307003,10.1345992734995,5.01063529409626,5.12396397940326,1,1,1,1.383,3,0.458,LESS
1,100,88,12,188,88,100,4.60517018598809,4.47733681447821,0.127833371509885,9.0825070004663,4.47733681447821,4.60517018598809,1,1,1,1.725,2,0.763,LESS
1,102,100,2,202,100,102,4.62497281328427,4.60517018598809,0.0198026272961789,9.23014299927236,4.60517018598809,4.62497281328427,1,1,1,1.876,1,0.359,LESS
1,90,100,10,190,90,100,4.49980967033027,4.60517018598809,0.105360515657827,9.10497985631836,4.49980967033027,4.60517018598809,0,0,1,1.572,1,0.404,LESS
1,153,150,3,303,153,150,5.03043792139244,5.01063529409626,0.0198026272961798,10.0410732154887,5.03043792139244,5.01063529409626,0,1,0,1.294,1,0.36,LESS
1,59,50,9,109,50,59,4.07753744390572,3.91202300542815,0.165514438477574,7.98956044933387,3.91202300542815,4.07753744390572,1,1,1,2.002,2,0.565,LESS
1,88,100,12,188,88,100,4.47733681447821,4.60517018598809,0.127833371509885,9.0825070004663,4.47733681447821,4.60517018598809,0,0,1,1.386,1,0.39,LESS
1,150,174,24,324,150,174,5.01063529409626,5.15905529921453,0.148420005118274,10.1696905933108,5.01063529409626,5.15905529921453,0,0,1,1.103,1,0.415,LESS
1,150,174,24,324,150,174,5.01063529409626,5.15905529921453,0.148420005118274,10.1696905933108,5.01063529409626,5.15905529921453,0,0,1,1.507,1,0.697,LESS
1,50,43,7,93,43,50,3.91202300542815,3.76120011569356,0.150822889734584,7.67322312112171,3.76120011569356,3.91202300542815,1,1,1,1.307,4,0.381,LESS
1,141,150,9,291,150,141,4.94875989037817,5.01063529409626,0.0618754037180871,9.95939518447442,5.01063529409626,4.94875989037817,1,0,0,1.906,2,0.338,LESS
1,50,41,9,91,41,50,3.91202300542815,3.71357206670431,0.198450938723838,7.62559507213245,3.71357206670431,3.91202300542815,1,1,1,1.217,4,0.429,LESS
1,49,50,1,99,49,50,3.89182029811063,3.91202300542815,0.0202027073175195,7.80384330353877,3.89182029811063,3.91202300542815,0,0,1,1.302,1,0.352,LESS
1,180,150,30,330,180,150,5.19295685089021,5.01063529409626,0.182321556793955,10.2035921449865,5.19295685089021,5.01063529409626,0,1,0,1.109,1,0.393,LESS
1,82,100,18,182,82,100,4.40671924726425,4.60517018598809,0.198450938723838,9.01188943325235,4.40671924726425,4.60517018598809,0,0,1,1.583,2,0.314,LESS
1,100,114,14,214,114,100,4.60517018598809,4.7361984483945,0.131028262406404,9.34136863438259,4.7361984483945,4.60517018598809,1,0,0,1.542,3,0.421,LESS
1,56,50,6,106,50,56,4.02535169073515,3.91202300542815,0.113328685307004,7.9373746961633,3.91202300542815,4.02535169073515,1,1,1,1.246,3,0.403,LESS
1,150,156,6,306,150,156,5.01063529409626,5.04985600724954,0.0392207131532816,10.0604913013458,5.01063529409626,5.04985600724954,0,0,1,1.099,1,0.342,LESS
1,100,96,4,196,96,100,4.60517018598809,4.56434819146784,0.0408219945202557,9.16951837745593,4.56434819146784,4.60517018598809,1,1,1,1.248,3,0.423,LESS
1,54,50,4,104,50,54,3.98898404656427,3.91202300542815,0.0769610411361286,7.90100705199242,3.91202300542815,3.98898404656427,1,1,1,1.072,4,0.368,LESS
1,106,100,6,206,106,100,4.66343909411207,4.60517018598809,0.0582689081239751,9.26860928010016,4.66343909411207,4.60517018598809,0,1,0,1.354,1,0.345,LESS
1,49,50,1,99,50,49,3.89182029811063,3.91202300542815,0.0202027073175195,7.80384330353877,3.91202300542815,3.89182029811063,1,0,0,2.178,2,0.495,LESS
1,46,50,4,96,46,50,3.8286413964891,3.91202300542815,0.0833816089390509,7.74066440191724,3.8286413964891,3.91202300542815,0,0,1,1.559,1,0.371,LESS
1,48,50,2,98,50,48,3.87120101090789,3.91202300542815,0.0408219945202548,7.78322401633604,3.91202300542815,3.87120101090789,1,0,0,1.372,2,0.961,LESS
1,96,100,4,196,96,100,4.56434819146784,4.60517018598809,0.0408219945202557,9.16951837745593,4.56434819146784,4.60517018598809,0,0,1,1.245,1,0.755,LESS
1,50,58,8,108,58,50,3.91202300542815,4.06044301054642,0.148420005118273,7.97246601597456,4.06044301054642,3.91202300542815,1,0,0,1.403,3,0.37,LESS
1,46,50,4,96,50,46,3.8286413964891,3.91202300542815,0.0833816089390509,7.74066440191724,3.91202300542815,3.8286413964891,1,0,0,1.246,4,0.418,LESS
1,100,98,2,198,100,98,4.60517018598809,4.58496747867057,0.0202027073175195,9.19013766465866,4.60517018598809,4.58496747867057,0,1,0,1.084,1,1.286,LESS
1,100,106,6,206,106,100,4.60517018598809,4.66343909411207,0.0582689081239751,9.26860928010016,4.66343909411207,4.60517018598809,1,0,0,1.689,1,0.52,LESS
1,108,100,8,208,100,108,4.68213122712422,4.60517018598809,0.0769610411361281,9.28730141311231,4.60517018598809,4.68213122712422,1,1,1,1.289,3,0.415,LESS
1,100,96,4,196,100,96,4.60517018598809,4.56434819146784,0.0408219945202557,9.16951837745593,4.60517018598809,4.56434819146784,0,1,0,1.344,1,0.373,LESS
1,98,100,2,198,100,98,4.58496747867057,4.60517018598809,0.0202027073175195,9.19013766465866,4.60517018598809,4.58496747867057,1,0,0,1.536,1,0.496,LESS
1,100,106,6,206,100,106,4.60517018598809,4.66343909411207,0.0582689081239751,9.26860928010016,4.60517018598809,4.66343909411207,0,0,1,1.002,1,0.426,LESS
1,86,100,14,186,86,100,4.45434729625351,4.60517018598809,0.150822889734584,9.0595174822416,4.45434729625351,4.60517018598809,0,0,1,1.173,3,0.544,LESS
1,100,88,12,188,100,88,4.60517018598809,4.47733681447821,0.127833371509885,9.0825070004663,4.60517018598809,4.47733681447821,0,1,0,1.442,1,0.367,LESS
1,50,60,10,110,50,60,3.91202300542815,4.0943445622221,0.182321556793954,8.00636756765025,3.91202300542815,4.0943445622221,0,0,1,2.106,1,0.541,LESS
1,132,150,18,282,132,150,4.88280192258637,5.01063529409626,0.127833371509885,9.89343721668263,4.88280192258637,5.01063529409626,0,0,1,1.04,1,0.315,LESS
1,50,57,7,107,50,57,3.91202300542815,4.04305126783455,0.131028262406404,7.9550742732627,3.91202300542815,4.04305126783455,0,0,1,2.522,1,0.392,LESS
1,44,50,6,94,44,50,3.78418963391826,3.91202300542815,0.127833371509885,7.69621263934641,3.78418963391826,3.91202300542815,0,0,1,1.559,2,0.776,LESS
1,162,150,12,312,162,150,5.08759633523238,5.01063529409626,0.0769610411361281,10.0982316293286,5.08759633523238,5.01063529409626,0,1,0,0.953,1,0.556,LESS
1,100,120,20,220,100,120,4.60517018598809,4.78749174278205,0.182321556793954,9.39266192877014,4.60517018598809,4.78749174278205,0,0,1,2.335,2,0.456,LESS
1,150,162,12,312,150,162,5.01063529409626,5.08759633523238,0.0769610411361281,10.0982316293286,5.01063529409626,5.08759633523238,0,0,1,0.964,1,0.364,LESS
1,50,55,5,105,55,50,3.91202300542815,4.00733318523247,0.0953101798043252,7.91935619066062,4.00733318523247,3.91202300542815,1,0,0,1.312,3,0.382,LESS
1,44,50,6,94,44,50,3.78418963391826,3.91202300542815,0.127833371509885,7.69621263934641,3.78418963391826,3.91202300542815,0,0,1,1.71,2,0.337,LESS
1,100,82,18,182,100,82,4.60517018598809,4.40671924726425,0.198450938723838,9.01188943325235,4.60517018598809,4.40671924726425,0,1,0,1.195,1,0.359,LESS
1,50,45,5,95,45,50,3.91202300542815,3.80666248977032,0.105360515657826,7.71868549519847,3.80666248977032,3.91202300542815,1,1,1,1.051,4,0.376,LESS
1,48,50,2,98,50,48,3.87120101090789,3.91202300542815,0.0408219945202548,7.78322401633604,3.91202300542815,3.87120101090789,1,0,0,1.95,3,0.344,LESS
1,104,100,4,204,104,100,4.64439089914137,4.60517018598809,0.0392207131532807,9.24956108512946,4.64439089914137,4.60517018598809,0,1,0,1.191,1,0.287,LESS
1,110,100,10,210,100,110,4.70048036579242,4.60517018598809,0.0953101798043248,9.30565055178051,4.60517018598809,4.70048036579242,1,1,1,1.205,1,0.599,LESS
1,50,56,6,106,50,56,3.91202300542815,4.02535169073515,0.113328685307004,7.9373746961633,3.91202300542815,4.02535169073515,0,0,1,1.989,1,0.465,LESS
1,104,100,4,204,100,104,4.64439089914137,4.60517018598809,0.0392207131532807,9.24956108512946,4.60517018598809,4.64439089914137,1,1,1,1.07,1,0.533,LESS
1,50,41,9,91,41,50,3.91202300542815,3.71357206670431,0.198450938723838,7.62559507213245,3.71357206670431,3.91202300542815,1,1,1,1.146,4,0.416,LESS
1,50,52,2,102,50,52,3.91202300542815,3.95124371858143,0.0392207131532816,7.86326672400957,3.91202300542815,3.95124371858143,0,0,1,1.194,2,0.502,LESS
1,50,59,9,109,59,50,3.91202300542815,4.07753744390572,0.165514438477574,7.98956044933387,4.07753744390572,3.91202300542815,1,0,0,1.375,1,0.36,LESS
1,141,150,9,291,141,150,4.94875989037817,5.01063529409626,0.0618754037180871,9.95939518447442,4.94875989037817,5.01063529409626,0,0,1,1.117,1,0.469,LESS
1,150,168,18,318,168,150,5.01063529409626,5.12396397940326,0.113328685307003,10.1345992734995,5.12396397940326,5.01063529409626,1,0,0,1.089,1,0.385,LESS
1,53,50,3,103,53,50,3.97029191355212,3.91202300542815,0.058268908123976,7.88231491898027,3.97029191355212,3.91202300542815,0,1,0,1.537,1,0.37,LESS
1,100,114,14,214,114,100,4.60517018598809,4.7361984483945,0.131028262406404,9.34136863438259,4.7361984483945,4.60517018598809,1,0,0,1.125,2,0.455,LESS
1,138,150,12,288,138,150,4.92725368515721,5.01063529409626,0.0833816089390504,9.93788897925346,4.92725368515721,5.01063529409626,0,0,1,1.009,1,0.37,LESS
1,156,150,6,306,150,156,5.04985600724954,5.01063529409626,0.0392207131532816,10.0604913013458,5.01063529409626,5.04985600724954,1,1,1,1.486,2,0.502,LESS
1,150,147,3,297,150,147,5.01063529409626,4.99043258677874,0.0202027073175195,10.001067880875,5.01063529409626,4.99043258677874,0,1,0,1.032,1,0.344,LESS
1,123,150,27,273,150,123,4.81218435537242,5.01063529409626,0.198450938723838,9.82281964946867,5.01063529409626,4.81218435537242,1,0,0,1.857,2,0.384,LESS
1,100,82,18,182,82,100,4.60517018598809,4.40671924726425,0.198450938723838,9.01188943325235,4.40671924726425,4.60517018598809,1,1,1,1.081,3,0.378,LESS
1,60,50,10,110,50,60,4.0943445622221,3.91202300542815,0.182321556793954,8.00636756765025,3.91202300542815,4.0943445622221,1,1,1,1.204,4,0.398,LESS
1,150,153,3,303,150,153,5.01063529409626,5.03043792139244,0.0198026272961798,10.0410732154887,5.01063529409626,5.03043792139244,0,0,1,1.084,1,0.348,LESS
1,50,46,4,96,46,50,3.91202300542815,3.8286413964891,0.0833816089390509,7.74066440191724,3.8286413964891,3.91202300542815,1,1,1,1.157,3,0.578,LESS
1,159,150,9,309,159,150,5.06890420222023,5.01063529409626,0.058268908123976,10.0795394963165,5.06890420222023,5.01063529409626,0,1,0,1.284,1,0.344,LESS
1,100,92,8,192,92,100,4.60517018598809,4.52178857704904,0.0833816089390513,9.12695876303713,4.52178857704904,4.60517018598809,1,1,1,1.239,2,0.408,LESS
1,94,100,6,194,94,100,4.54329478227,4.60517018598809,0.061875403718088,9.1484649682581,4.54329478227,4.60517018598809,0,0,1,0.986,1,0.371,LESS
1,56,50,6,106,56,50,4.02535169073515,3.91202300542815,0.113328685307004,7.9373746961633,4.02535169073515,3.91202300542815,0,1,0,1.747,1,0.31,LESS
1,100,116,16,216,100,116,4.60517018598809,4.75359019110636,0.148420005118273,9.35876037709446,4.60517018598809,4.75359019110636,0,0,1,1.05,2,0.61,LESS
1,50,57,7,107,57,50,3.91202300542815,4.04305126783455,0.131028262406404,7.9550742732627,4.04305126783455,3.91202300542815,1,0,0,1.611,3,0.586,LESS
1,150,120,30,270,150,120,5.01063529409626,4.78749174278205,0.22314355131421,9.7981270368783,5.01063529409626,4.78749174278205,0,1,0,1.041,1,0.3,LESS
1,165,150,15,315,150,165,5.10594547390058,5.01063529409626,0.0953101798043248,10.1165807679968,5.01063529409626,5.10594547390058,1,1,1,1.173,1,0.47,LESS
1,94,100,6,194,94,100,4.54329478227,4.60517018598809,0.061875403718088,9.1484649682581,4.54329478227,4.60517018598809,0,0,1,1.195,1,0.359,LESS
1,60,50,10,110,50,60,4.0943445622221,3.91202300542815,0.182321556793954,8.00636756765025,3.91202300542815,4.0943445622221,1,1,1,1.222,4,0.614,LESS
1,51,50,1,101,51,50,3.93182563272433,3.91202300542815,0.0198026272961798,7.84384863815247,3.93182563272433,3.91202300542815,0,1,0,1.453,1,0.636,LESS
1,100,94,6,194,100,94,4.60517018598809,4.54329478227,0.061875403718088,9.1484649682581,4.60517018598809,4.54329478227,0,1,0,0.957,1,1.403,LESS
1,177,150,27,327,150,177,5.17614973257383,5.01063529409626,0.165514438477573,10.1867850266701,5.01063529409626,5.17614973257383,1,1,1,1.422,2,0.412,LESS
1,50,47,3,97,50,47,3.91202300542815,3.85014760171006,0.0618754037180875,7.7621706071382,3.91202300542815,3.85014760171006,0,1,0,1.873,1,0.435,LESS
1,135,150,15,285,150,135,4.90527477843843,5.01063529409626,0.105360515657826,9.91591007253469,5.01063529409626,4.90527477843843,1,0,0,1.273,2,0.384,LESS
1,150,126,24,276,126,150,5.01063529409626,4.83628190695148,0.174353387144778,9.84691720104773,4.83628190695148,5.01063529409626,1,1,1,1.645,3,0.471,LESS
1,150,180,30,330,150,180,5.01063529409626,5.19295685089021,0.182321556793955,10.2035921449865,5.01063529409626,5.19295685089021,0,0,1,0.963,1,0.356,LESS
1,106,100,6,206,100,106,4.66343909411207,4.60517018598809,0.0582689081239751,9.26860928010016,4.60517018598809,4.66343909411207,1,1,1,1.198,2,0.369,LESS
1,112,100,12,212,112,100,4.71849887129509,4.60517018598809,0.113328685307002,9.32366905728319,4.71849887129509,4.60517018598809,0,1,0,1.056,1,0.432,LESS
1,80,100,20,180,80,100,4.38202663467388,4.60517018598809,0.223143551314211,8.98719682066197,4.38202663467388,4.60517018598809,0,0,1,1.186,4,0.419,LESS
1,50,56,6,106,56,50,3.91202300542815,4.02535169073515,0.113328685307004,7.9373746961633,4.02535169073515,3.91202300542815,1,0,0,1.456,3,0.58,LESS
1,50,52,2,102,50,52,3.91202300542815,3.95124371858143,0.0392207131532816,7.86326672400957,3.91202300542815,3.95124371858143,0,0,1,1.105,1,0.36,LESS
1,153,150,3,303,150,153,5.03043792139244,5.01063529409626,0.0198026272961798,10.0410732154887,5.01063529409626,5.03043792139244,1,1,1,1.001,2,0.361,LESS
1,150,159,9,309,150,159,5.01063529409626,5.06890420222023,0.058268908123976,10.0795394963165,5.01063529409626,5.06890420222023,0,0,1,0.873,1,0.383,LESS
1,126,150,24,276,150,126,4.83628190695148,5.01063529409626,0.174353387144778,9.84691720104773,5.01063529409626,4.83628190695148,1,0,0,0.963,2,0.414,LESS
1,53,50,3,103,50,53,3.97029191355212,3.91202300542815,0.058268908123976,7.88231491898027,3.91202300542815,3.97029191355212,1,1,1,1.784,3,0.367,LESS
1,50,51,1,101,50,51,3.91202300542815,3.93182563272433,0.0198026272961798,7.84384863815247,3.91202300542815,3.93182563272433,0,0,1,1.223,1,0.349,LESS
1,150,135,15,285,135,150,5.01063529409626,4.90527477843843,0.105360515657826,9.91591007253469,4.90527477843843,5.01063529409626,1,1,1,1.085,2,0.377,LESS
1,177,150,27,327,177,150,5.17614973257383,5.01063529409626,0.165514438477573,10.1867850266701,5.17614973257383,5.01063529409626,0,1,0,0.831,1,0.406,LESS
1,57,50,7,107,50,57,4.04305126783455,3.91202300542815,0.131028262406404,7.9550742732627,3.91202300542815,4.04305126783455,1,1,1,1.306,3,0.394,LESS
1,150,120,30,270,120,150,5.01063529409626,4.78749174278205,0.22314355131421,9.7981270368783,4.78749174278205,5.01063529409626,1,1,1,1.072,4,0.407,LESS
1,150,171,21,321,150,171,5.01063529409626,5.14166355650266,0.131028262406405,10.1522988505989,5.01063529409626,5.14166355650266,0,0,1,1.012,1,0.375,LESS
1,100,112,12,212,112,100,4.60517018598809,4.71849887129509,0.113328685307002,9.32366905728319,4.71849887129509,4.60517018598809,1,0,0,1.156,2,0.379,LESS
1,100,80,20,180,80,100,4.60517018598809,4.38202663467388,0.223143551314211,8.98719682066197,4.38202663467388,4.60517018598809,1,1,1,1.018,4,1.075,LESS
1,116,100,16,216,116,100,4.75359019110636,4.60517018598809,0.148420005118273,9.35876037709446,4.75359019110636,4.60517018598809,0,1,0,0.987,1,0.33,LESS
1,150,156,6,306,156,150,5.01063529409626,5.04985600724954,0.0392207131532816,10.0604913013458,5.04985600724954,5.01063529409626,1,0,0,0.984,2,0.376,LESS
1,43,50,7,93,43,50,3.76120011569356,3.91202300542815,0.150822889734584,7.67322312112171,3.76120011569356,3.91202300542815,0,0,1,1.497,1,0.349,LESS
1,57,50,7,107,50,57,4.04305126783455,3.91202300542815,0.131028262406404,7.9550742732627,3.91202300542815,4.04305126783455,1,1,1,1.509,3,0.398,LESS
1,144,150,6,294,144,150,4.969813299576,5.01063529409626,0.0408219945202548,9.98044859367226,4.969813299576,5.01063529409626,0,0,1,0.93,1,0.319,LESS
1,52,50,2,102,50,52,3.95124371858143,3.91202300542815,0.0392207131532816,7.86326672400957,3.91202300542815,3.95124371858143,1,1,1,1.262,3,0.386,LESS
1,47,50,3,97,50,47,3.85014760171006,3.91202300542815,0.0618754037180875,7.7621706071382,3.91202300542815,3.85014760171006,1,0,0,2.573,1,0.292,LESS
1,50,40,10,90,40,50,3.91202300542815,3.68887945411394,0.22314355131421,7.60090245954208,3.68887945411394,3.91202300542815,1,1,1,1.102,4,0.336,LESS
1,50,53,3,103,50,53,3.91202300542815,3.97029191355212,0.058268908123976,7.88231491898027,3.91202300542815,3.97029191355212,0,0,1,1.101,1,0.336,LESS
1,100,120,20,220,120,100,4.60517018598809,4.78749174278205,0.182321556793954,9.39266192877014,4.78749174278205,4.60517018598809,1,0,0,1.121,2,0.394,LESS
1,150,123,27,273,150,123,5.01063529409626,4.81218435537242,0.198450938723838,9.82281964946867,5.01063529409626,4.81218435537242,0,1,0,0.888,1,0.37,LESS
1,123,150,27,273,150,123,4.81218435537242,5.01063529409626,0.198450938723838,9.82281964946867,5.01063529409626,4.81218435537242,1,0,0,0.954,1,0.369,LESS
1,50,54,4,104,54,50,3.91202300542815,3.98898404656427,0.0769610411361286,7.90100705199242,3.98898404656427,3.91202300542815,1,0,0,1.262,4,0.374,LESS
1,50,49,1,99,49,50,3.91202300542815,3.89182029811063,0.0202027073175195,7.80384330353877,3.89182029811063,3.91202300542815,1,1,1,1.527,3,0.368,LESS
1,129,150,21,279,129,150,4.85981240436167,5.01063529409626,0.150822889734584,9.87044769845793,4.85981240436167,5.01063529409626,0,0,1,0.918,1,0.264,LESS
1,100,118,18,218,100,118,4.60517018598809,4.77068462446567,0.165514438477573,9.37585481045376,4.60517018598809,4.77068462446567,0,0,1,1.796,3,0.408,LESS
1,120,100,20,220,100,120,4.78749174278205,4.60517018598809,0.182321556793954,9.39266192877014,4.60517018598809,4.78749174278205,1,1,1,0.799,3,0.822,LESS
1,88,100,12,188,88,100,4.47733681447821,4.60517018598809,0.127833371509885,9.0825070004663,4.47733681447821,4.60517018598809,0,0,1,1.378,1,0.306,LESS
1,50,58,8,108,50,58,3.91202300542815,4.06044301054642,0.148420005118273,7.97246601597456,3.91202300542815,4.06044301054642,0,0,1,1.528,1,0.34,LESS
1,100,108,8,208,108,100,4.60517018598809,4.68213122712422,0.0769610411361281,9.28730141311231,4.68213122712422,4.60517018598809,1,0,0,1.48,2,0.337,LESS
1,100,86,14,186,100,86,4.60517018598809,4.45434729625351,0.150822889734584,9.0595174822416,4.60517018598809,4.45434729625351,0,1,0,1.14,1,0.345,LESS
1,50,54,4,104,54,50,3.91202300542815,3.98898404656427,0.0769610411361286,7.90100705199242,3.98898404656427,3.91202300542815,1,0,0,1.425,2,0.347,LESS
1,100,90,10,190,100,90,4.60517018598809,4.49980967033027,0.105360515657827,9.10497985631836,4.60517018598809,4.49980967033027,0,1,0,1.064,1,0.337,LESS
